anio,km_mes,antiguedad_anios,tipo_servicio,carga_promedio_ton,num_destinos,dias_operacion,costo_mto_nominal_k,costo_mto_2019_k,idx_inpc
2022,6140,17,0,8.4,6,28,10.748,8.533,1.2597
2022,9252,11,2,11.0,9,20,9.364,7.433,1.2597
2022,10450,12,2,9.4,4,15,8.906,7.07,1.2597
2022,10017,17,1,10.0,4,21,10.37,8.232,1.2597
2022,11089,14,2,11.4,3,26,9.894,7.854,1.2597
2022,10496,14,1,17.8,4,24,11.196,8.888,1.2597
2022,11152,11,1,13.8,2,25,9.841,7.812,1.2597
2022,10717,8,1,16.9,10,23,10.555,8.379,1.2597
2022,10242,11,1,12.1,4,21,9.176,7.284,1.2597
2022,10699,4,1,17.1,7,19,9.49,7.533,1.2597
2022,9396,9,2,12.9,1,19,8.398,6.667,1.2597
2022,9261,6,2,8.8,5,20,7.57,6.01,1.2597
2022,10546,10,2,16.2,7,24,10.541,8.368,1.2597
2022,5277,7,1,17.9,7,22,9.534,7.569,1.2597
2022,9373,6,0,14.6,10,17,10.649,8.453,1.2597
2022,8535,15,2,15.3,4,23,10.431,8.281,1.2597
2022,8226,15,1,17.1,6,26,11.394,9.045,1.2597
2022,9512,13,2,10.9,2,17,9.558,7.587,1.2597
2022,6949,14,2,9.1,6,24,9.003,7.147,1.2597
2022,9524,8,2,13.5,1,16,8.524,6.767,1.2597
2022,10878,15,1,18.9,2,19,11.576,9.189,1.2597
2022,12926,15,2,13.2,3,18,10.343,8.211,1.2597
2022,15798,4,2,14.5,6,24,9.89,7.851,1.2597
2022,5729,2,1,12.3,5,27,7.417,5.888,1.2597
2022,7965,12,2,13.2,6,25,9.672,7.678,1.2597
2022,9523,7,0,9.9,3,25,9.341,7.416,1.2597
2022,10646,16,1,14.2,5,19,10.968,8.707,1.2597
2022,11211,4,2,15.5,5,24,8.983,7.131,1.2597
2022,8775,5,0,6.0,5,23,8.105,6.434,1.2597
2022,3981,1,1,6.0,5,18,5.147,4.086,1.2597
2022,12887,13,1,5.0,8,25,9.347,7.42,1.2597
2022,11557,3,1,17.9,3,23,9.038,7.175,1.2597
2022,12083,2,1,8.3,3,21,7.127,5.658,1.2597
2022,9763,8,2,13.4,4,24,8.95,7.105,1.2597
2022,11178,17,1,19.1,8,22,12.987,10.309,1.2597
2022,5301,11,2,13.3,7,26,9.12,7.24,1.2597
2022,7624,8,2,14.1,2,28,9.254,7.346,1.2597
2022,13286,17,1,8.6,3,21,10.19,8.089,1.2597
2022,10377,12,0,13.3,7,21,10.77,8.55,1.2597
2022,14973,13,1,8.0,4,21,10.174,8.076,1.2597
2022,7863,9,2,4.4,5,22,7.336,5.823,1.2597
2022,16680,2,1,12.2,6,26,10.642,8.448,1.2597
2022,17038,6,2,13.3,5,19,9.752,7.741,1.2597
2022,8688,17,2,9.9,3,18,10.381,8.241,1.2597
2022,9164,15,2,9.0,5,23,9.328,7.405,1.2597
2022,13430,16,2,11.1,12,22,11.563,9.179,1.2597
2022,8893,5,2,9.1,2,23,7.428,5.896,1.2597
2022,9636,11,0,15.0,2,16,10.244,8.132,1.2597
2022,8467,2,2,13.8,5,27,8.32,6.605,1.2597
2022,8534,2,1,18.5,3,23,8.435,6.696,1.2597
2022,10595,17,1,10.6,6,29,10.97,8.709,1.2597
2022,9616,10,1,12.3,5,23,9.419,7.477,1.2597
2022,5077,5,0,12.7,3,21,7.916,6.284,1.2597
2022,13903,4,1,10.5,3,23,8.35,6.629,1.2597
2022,14298,12,0,4.1,7,26,10.304,8.179,1.2597
2022,11581,4,0,13.8,5,20,9.327,7.404,1.2597
2022,10614,2,1,21.3,2,24,9.439,7.493,1.2597
2022,7960,16,2,16.0,4,23,10.904,8.656,1.2597
2022,9145,2,0,19.8,4,24,9.693,7.695,1.2597
2022,13023,14,1,15.6,3,19,10.735,8.522,1.2597
2022,11795,16,2,11.4,10,24,11.053,8.774,1.2597
2022,11438,12,1,14.4,6,24,10.356,8.221,1.2597
2022,11544,13,2,16.3,4,27,10.975,8.712,1.2597
2022,12956,15,2,5.6,4,27,9.967,7.913,1.2597
2022,12581,10,1,13.8,2,23,9.645,7.657,1.2597
2022,12024,16,2,11.6,9,23,11.138,8.842,1.2597
2022,9429,4,2,17.9,2,19,8.477,6.729,1.2597
2022,14511,14,1,13.5,2,21,10.995,8.729,1.2597
2022,9088,17,2,2.2,1,21,8.297,6.586,1.2597
2022,8128,15,2,13.8,4,25,10.24,8.129,1.2597
2022,8891,13,2,3.8,6,23,9.398,7.46,1.2597
2022,7322,13,2,17.1,4,19,9.947,7.896,1.2597
2022,11759,12,1,8.9,2,19,9.103,7.226,1.2597
2022,10266,0,2,7.5,7,30,7.134,5.664,1.2597
2022,13122,5,2,8.9,4,21,8.293,6.583,1.2597
2022,4184,10,2,8.4,7,24,7.789,6.183,1.2597
2022,10827,10,0,11.4,5,22,10.711,8.503,1.2597
2022,9658,15,1,8.6,8,21,10.081,8.003,1.2597
2022,9436,2,2,10.8,10,26,7.963,6.321,1.2597
2022,7698,16,2,5.8,2,21,8.569,6.802,1.2597
2022,10409,13,2,11.0,7,21,9.832,7.805,1.2597
2022,8388,1,2,17.7,3,26,8.656,6.872,1.2597
2022,14099,8,1,10.2,5,21,9.266,7.355,1.2597
2022,11868,7,2,14.5,5,18,9.736,7.729,1.2597
2022,12754,10,0,7.0,7,19,9.551,7.582,1.2597
2022,5949,6,1,14.3,4,24,8.277,6.571,1.2597
2022,12514,1,0,16.6,2,20,9.729,7.723,1.2597
2022,12278,3,2,17.7,6,25,9.532,7.567,1.2597
2022,9284,13,2,12.8,8,22,10.185,8.085,1.2597
2022,9834,12,1,14.7,3,24,9.916,7.872,1.2597
2022,7843,12,1,6.9,4,23,8.276,6.57,1.2597
2022,9531,12,2,10.5,2,25,9.059,7.192,1.2597
2022,11712,4,1,8.8,5,28,8.877,7.047,1.2597
2022,8627,11,1,13.3,5,24,9.546,7.578,1.2597
2022,10390,5,1,9.9,4,24,8.465,6.719,1.2597
2022,16664,13,2,14.7,5,25,11.524,9.148,1.2597
2022,7853,7,2,21.9,12,20,10.947,8.69,1.2597
2022,11130,7,1,14.5,2,24,9.048,7.183,1.2597
2022,7715,6,0,17.6,6,19,9.837,7.809,1.2597
2022,6586,16,0,7.3,5,20,10.223,8.115,1.2597
2022,12298,10,0,11.7,7,21,10.48,8.32,1.2597
2022,9283,9,1,12.9,10,26,9.788,7.77,1.2597
2022,14298,12,2,12.3,3,22,10.515,8.347,1.2597
2022,11720,9,2,19.4,4,20,10.391,8.249,1.2597
2022,8335,13,2,9.0,10,24,9.476,7.522,1.2597
2022,8108,8,2,13.3,6,17,8.848,7.024,1.2597
2022,12102,6,1,2.3,4,16,6.538,5.19,1.2597
2022,7668,6,1,13.7,4,21,8.114,6.441,1.2597
2022,7598,17,2,14.0,5,21,10.422,8.273,1.2597
2022,6002,15,0,11.8,2,25,10.223,8.115,1.2597
2022,11858,7,2,13.6,3,26,9.79,7.772,1.2597
2022,8276,15,1,9.7,7,22,9.942,7.893,1.2597
2022,11199,14,2,7.1,9,21,9.626,7.641,1.2597
2022,7044,14,1,8.0,1,20,8.771,6.962,1.2597
2022,6204,5,1,8.6,3,22,7.373,5.853,1.2597
2022,12099,8,2,6.8,4,14,7.589,6.024,1.2597
2022,9904,14,1,6.7,3,21,8.54,6.779,1.2597
2022,8604,6,0,8.7,2,22,8.572,6.805,1.2597
2022,9084,7,2,10.6,2,20,7.905,6.275,1.2597
2022,9093,17,1,12.5,6,20,10.536,8.364,1.2597
2022,15386,15,2,7.1,3,21,9.995,7.934,1.2597
2022,10964,14,0,8.3,2,22,9.907,7.865,1.2597
2022,10647,2,2,9.5,1,25,6.976,5.538,1.2597
2022,8416,0,1,13.7,7,23,7.878,6.253,1.2597
2022,12267,12,0,7.2,4,25,10.35,8.216,1.2597
2022,7419,11,1,9.9,5,24,8.555,6.792,1.2597
2022,11597,8,2,15.9,3,22,9.518,7.556,1.2597
2022,11610,1,1,8.8,4,29,8.424,6.688,1.2597
2022,12844,8,0,7.0,4,20,9.769,7.755,1.2597
2022,5379,7,2,11.7,1,19,7.117,5.65,1.2597
2022,13118,4,1,8.7,2,22,8.251,6.55,1.2597
2022,11185,12,2,1.0,3,22,7.534,5.981,1.2597
2022,8414,1,2,12.8,4,22,7.303,5.798,1.2597
2022,4902,9,0,15.5,4,19,9.361,7.431,1.2597
2022,9284,5,1,11.9,4,28,8.408,6.674,1.2597
2022,10767,6,1,16.2,4,21,9.668,7.675,1.2597
2022,6500,2,2,14.6,3,19,7.163,5.686,1.2597
2022,8172,13,1,8.6,5,23,9.131,7.249,1.2597
2022,7141,15,1,20.2,3,25,11.591,9.201,1.2597
2022,9213,5,0,13.3,4,27,9.227,7.325,1.2597
2022,7579,7,0,13.7,10,15,9.797,7.777,1.2597
2022,15726,0,1,8.0,3,24,7.402,5.876,1.2597
2022,12459,14,0,5.8,6,27,10.174,8.077,1.2597
2022,7536,16,0,7.7,5,20,9.87,7.836,1.2597
2022,7900,17,1,15.7,5,21,10.814,8.585,1.2597
2022,6598,2,0,18.8,4,19,8.873,7.044,1.2597
2022,9924,5,0,13.2,1,20,8.722,6.924,1.2597
2022,14738,16,1,12.4,1,19,11.038,8.762,1.2597
2022,13293,12,0,15.9,8,25,12.349,9.804,1.2597
2022,10795,16,2,17.5,5,22,12.008,9.532,1.2597
2022,9565,15,0,6.2,4,13,9.66,7.669,1.2597
2022,11679,16,2,18.5,2,20,11.354,9.013,1.2597
2022,11000,0,1,10.5,10,20,7.882,6.257,1.2597
2022,11382,15,2,16.3,6,25,11.34,9.002,1.2597
2022,10793,5,0,7.7,4,22,8.484,6.735,1.2597
2022,11412,7,2,16.1,1,22,9.141,7.256,1.2597
2022,6748,0,2,6.3,3,24,5.853,4.646,1.2597
2022,9999,1,0,16.5,7,25,9.48,7.525,1.2597
2022,10884,14,0,14.6,12,23,12.431,9.868,1.2597
2022,9212,4,2,5.7,4,20,6.44,5.112,1.2597
2022,7181,14,2,17.1,7,17,10.96,8.701,1.2597
2022,10313,9,1,8.1,5,26,8.874,7.044,1.2597
2022,20670,4,1,16.6,7,30,11.578,9.191,1.2597
2022,8242,2,1,12.6,5,22,7.902,6.273,1.2597
2022,9944,5,1,7.0,4,23,7.497,5.951,1.2597
2022,13453,14,1,7.9,2,27,9.918,7.874,1.2597
2022,14733,17,1,24.0,4,17,13.77,10.931,1.2597
2022,8842,13,0,21.2,6,25,12.579,9.986,1.2597
2022,12712,9,0,11.2,5,23,10.664,8.465,1.2597
2022,12278,3,2,13.7,8,20,9.067,7.198,1.2597
2022,9034,10,2,16.8,3,20,9.892,7.853,1.2597
2022,11862,6,1,6.8,3,18,8.057,6.396,1.2597
2022,9867,14,2,14.8,5,25,10.754,8.537,1.2597
2022,8733,8,1,15.9,3,19,9.524,7.56,1.2597
2022,14598,14,1,13.4,4,23,10.883,8.639,1.2597
2022,11923,11,2,17.6,6,17,10.983,8.718,1.2597
2022,6096,17,2,12.6,2,26,10.072,7.996,1.2597
2022,9981,5,2,16.4,6,21,9.1,7.224,1.2597
2022,9001,17,0,12.9,6,25,11.539,9.16,1.2597
2022,9773,17,0,5.9,5,21,10.265,8.149,1.2597
2022,11590,5,2,15.8,2,20,8.873,7.044,1.2597
2022,11034,14,1,17.2,3,18,10.614,8.426,1.2597
2022,13885,4,0,11.4,6,25,9.636,7.65,1.2597
2022,13355,3,1,6.6,3,21,7.118,5.651,1.2597
2022,7265,16,1,15.5,3,23,10.609,8.422,1.2597
2022,10054,9,1,13.3,9,20,10.038,7.969,1.2597
2022,5433,11,1,13.2,4,22,8.639,6.858,1.2597
2022,7808,4,0,12.8,6,23,8.765,6.958,1.2597
2022,5061,6,0,16.0,1,17,8.409,6.676,1.2597
2022,6380,11,1,13.2,10,20,9.722,7.718,1.2597
2022,13800,1,1,10.1,2,27,8.266,6.562,1.2597
2022,12182,16,2,5.5,9,20,9.964,7.91,1.2597
2022,11843,12,0,10.2,7,25,10.983,8.719,1.2597
2022,13238,4,2,15.6,5,23,9.479,7.525,1.2597
2022,11832,4,1,10.7,5,24,8.184,6.497,1.2597
2022,10088,11,1,15.6,3,24,9.937,7.889,1.2597
2022,8827,11,1,6.3,4,22,8.668,6.881,1.2597
2022,14539,6,1,8.0,4,20,8.354,6.632,1.2597
2022,13566,5,1,7.7,3,20,9.047,7.182,1.2597
2022,9751,9,1,12.5,3,21,8.748,6.945,1.2597
2022,12210,15,2,19.2,5,26,12.122,9.623,1.2597
2022,3323,1,1,21.0,8,18,8.814,6.997,1.2597
2022,12336,3,2,16.2,12,21,9.69,7.692,1.2597
2022,9048,8,2,4.2,5,17,6.93,5.502,1.2597
2022,17081,4,1,9.0,6,20,8.919,7.081,1.2597
2022,13177,0,2,1.0,7,22,6.092,4.836,1.2597
2022,5368,10,2,12.7,3,26,8.548,6.786,1.2597
2022,8522,2,2,18.5,4,27,8.971,7.122,1.2597
2022,10451,0,0,15.3,4,17,8.91,7.073,1.2597
2022,10194,3,2,4.9,6,17,6.751,5.359,1.2597
2022,10081,8,2,17.6,3,22,9.971,7.915,1.2597
2022,12762,15,2,16.8,5,24,11.635,9.237,1.2597
2022,8948,6,1,18.2,4,17,9.14,7.256,1.2597
2022,10119,4,2,16.4,2,21,8.687,6.896,1.2597
2022,14115,12,2,9.9,5,25,10.645,8.45,1.2597
2022,14156,10,2,4.6,2,25,8.672,6.884,1.2597
2022,12744,13,1,16.7,3,21,10.788,8.564,1.2597
2022,9426,16,2,15.1,4,16,10.903,8.655,1.2597
2022,8532,11,0,4.1,6,25,9.195,7.3,1.2597
2022,10197,4,1,8.1,3,19,7.738,6.142,1.2597
2022,10371,7,2,8.3,9,24,8.464,6.719,1.2597
2022,10212,1,2,14.9,4,19,7.702,6.114,1.2597
2022,11691,16,2,11.9,4,22,10.637,8.444,1.2597
2022,11202,1,1,10.9,4,23,7.456,5.919,1.2597
2022,11097,2,1,10.3,5,26,7.961,6.32,1.2597
2022,9133,17,2,7.5,3,18,9.032,7.17,1.2597
2022,7303,14,1,15.9,4,19,9.932,7.884,1.2597
2022,12037,4,2,9.1,3,27,8.094,6.425,1.2597
2022,10452,16,1,16.6,3,23,11.401,9.051,1.2597
2022,11322,13,1,6.4,4,19,8.969,7.12,1.2597
2022,11392,0,0,10.0,4,24,8.059,6.398,1.2597
2022,5233,13,1,19.9,5,19,10.261,8.145,1.2597
2022,14604,8,1,12.9,5,23,10.068,7.992,1.2597
2022,8887,4,0,10.0,3,20,8.04,6.382,1.2597
2022,13735,3,1,9.5,2,26,7.865,6.243,1.2597
2022,11362,0,2,8.5,4,19,6.912,5.487,1.2597
2022,7604,2,2,13.8,1,14,6.874,5.457,1.2597
2022,8531,10,0,15.6,4,21,10.132,8.043,1.2597
2022,8577,15,2,13.0,1,20,9.515,7.554,1.2597
2022,8721,10,0,11.8,3,21,9.706,7.705,1.2597
2022,5877,9,0,14.4,4,24,9.345,7.419,1.2597
2022,8304,11,0,6.4,3,18,8.504,6.751,1.2597
2022,12718,4,2,13.5,6,20,8.807,6.992,1.2597
2022,12974,9,0,13.7,5,22,10.909,8.66,1.2597
2022,8609,12,0,13.1,3,20,10.426,8.277,1.2597
2022,5618,6,0,9.8,5,22,8.133,6.457,1.2597
2022,11877,15,2,8.9,5,24,10.019,7.953,1.2597
2022,7603,5,2,6.8,3,22,6.535,5.188,1.2597
2022,7798,9,0,17.9,5,25,10.646,8.451,1.2597
2022,9593,9,1,11.8,7,19,9.233,7.329,1.2597
2022,9359,10,2,10.3,2,20,8.508,6.754,1.2597
2022,8326,9,0,9.9,1,26,9.452,7.504,1.2597
2022,8552,13,0,8.2,5,20,9.693,7.694,1.2597
2022,9045,14,0,9.9,6,29,10.553,8.377,1.2597
2022,8515,6,2,16.8,8,25,9.527,7.563,1.2597
2022,8672,12,2,14.3,2,20,10.394,8.251,1.2597
2022,9536,10,0,15.3,5,24,11.135,8.839,1.2597
2022,11183,6,0,15.8,3,23,10.114,8.029,1.2597
2022,10923,10,2,20.8,5,18,11.036,8.761,1.2597
2022,8945,13,1,12.1,6,27,10.212,8.107,1.2597
2022,9508,16,1,10.3,4,24,10.173,8.076,1.2597
2022,13661,15,1,13.7,3,26,11.573,9.187,1.2597
2022,12767,0,2,14.6,4,25,8.618,6.841,1.2597
2022,11671,8,0,11.9,1,23,9.555,7.585,1.2597
2022,5872,8,2,8.4,4,25,7.348,5.833,1.2597
2022,10568,9,1,12.7,3,18,8.738,6.936,1.2597
2022,8611,14,0,14.2,4,28,11.2,8.891,1.2597
2022,7909,15,1,13.4,6,24,10.218,8.112,1.2597
2022,9401,10,2,4.6,4,16,7.2,5.715,1.2597
2022,12918,16,1,5.6,3,18,9.495,7.538,1.2597
2022,12521,12,0,14.9,5,23,11.941,9.48,1.2597
2022,8751,5,1,10.5,6,19,7.94,6.303,1.2597
2022,10512,14,2,20.9,3,24,11.599,9.208,1.2597
2022,9246,15,2,17.4,2,19,11.245,8.927,1.2597
2022,9700,3,1,6.9,5,18,6.683,5.305,1.2597
2022,12794,7,0,16.1,5,20,10.48,8.32,1.2597
2022,10142,6,1,18.4,4,30,10.4,8.256,1.2597
2022,5907,16,1,10.2,6,19,9.307,7.388,1.2597
2022,10647,15,2,11.7,6,26,10.512,8.345,1.2597
2022,14841,1,1,9.8,6,20,8.22,6.525,1.2597
2022,8550,16,1,7.5,4,22,9.42,7.478,1.2597
2022,14171,3,1,18.3,3,22,9.696,7.697,1.2597
2022,11844,13,1,1.6,4,22,8.287,6.579,1.2597
2022,13241,7,1,9.3,4,22,8.924,7.085,1.2597
2022,12489,4,1,10.3,5,23,8.573,6.805,1.2597
2022,10744,4,2,12.6,6,18,8.246,6.546,1.2597
2022,8767,4,1,7.0,5,22,7.149,5.675,1.2597
2022,10739,4,1,17.4,3,22,9.337,7.412,1.2597
2022,10883,2,0,4.7,5,24,8.117,6.443,1.2597
2022,12729,5,2,4.7,7,21,7.425,5.894,1.2597
2022,4672,0,0,12.2,7,24,8.201,6.51,1.2597
2022,6725,7,1,6.9,7,20,7.276,5.776,1.2597
2022,10891,12,1,12.8,1,20,9.298,7.382,1.2597
2022,11132,5,1,9.0,4,23,7.71,6.12,1.2597
2022,8132,17,2,15.2,10,19,11.857,9.413,1.2597
2022,11193,17,2,8.3,5,20,9.976,7.92,1.2597
2022,11996,15,2,17.8,4,21,11.782,9.353,1.2597
2022,9813,7,1,14.5,5,21,9.253,7.345,1.2597
2022,13874,16,1,9.0,4,22,10.949,8.692,1.2597
2022,14341,7,1,14.5,5,19,9.659,7.668,1.2597
2022,10604,14,1,12.6,4,24,10.131,8.043,1.2597
2022,12402,9,0,15.1,6,21,11.096,8.808,1.2597
2022,6059,0,2,14.4,2,23,6.714,5.33,1.2597
2022,12983,8,1,13.4,5,18,9.786,7.769,1.2597
2022,13965,16,1,12.3,6,13,11.624,9.228,1.2597
2022,7761,0,1,15.6,4,25,8.128,6.452,1.2597
2022,11842,8,2,16.7,2,23,9.902,7.861,1.2597
2022,5616,13,1,12.5,4,24,9.303,7.385,1.2597
2022,8333,4,1,14.4,5,26,8.566,6.8,1.2597
2022,8999,5,2,15.7,6,19,8.669,6.882,1.2597
2022,6613,4,2,18.4,4,17,8.895,7.061,1.2597
2022,9705,3,1,17.7,3,25,9.136,7.253,1.2597
2022,9540,15,1,16.1,7,24,11.16,8.859,1.2597
2022,11842,15,1,10.3,4,25,10.547,8.373,1.2597
2022,6515,9,2,6.7,4,27,7.769,6.167,1.2597
2022,11858,13,2,14.2,1,18,10.596,8.411,1.2597
2022,8327,12,1,14.2,2,25,10.05,7.978,1.2597
2022,7104,3,2,10.4,6,21,7.228,5.738,1.2597
2022,9809,13,0,6.7,3,25,9.299,7.382,1.2597
2022,12182,8,2,18.6,4,28,10.634,8.442,1.2597
2022,9089,2,1,13.7,2,22,7.617,6.047,1.2597
2022,11585,9,1,7.2,4,20,8.061,6.399,1.2597
2022,10997,14,2,11.5,3,18,9.698,7.698,1.2597
2022,18137,1,1,6.6,3,15,7.511,5.963,1.2597
2023,11675,8,2,15.7,2,20,11.55,8.489,1.3605
2023,11388,3,1,18.9,11,20,11.653,8.566,1.3605
2023,13640,17,0,8.2,7,21,13.925,10.235,1.3605
2023,16148,15,2,12.7,7,22,14.09,10.357,1.3605
2023,5828,9,1,16.4,6,24,10.567,7.767,1.3605
2023,12398,11,1,9.9,5,17,10.706,7.869,1.3605
2023,11498,10,2,14.7,5,26,12.419,9.129,1.3605
2023,14296,4,1,11.9,4,19,10.328,7.591,1.3605
2023,9832,10,2,16.8,5,23,11.842,8.704,1.3605
2023,10157,15,2,6.9,3,22,10.693,7.86,1.3605
2023,7872,14,1,7.6,3,20,10.208,7.503,1.3605
2023,13663,5,0,13.1,4,25,11.049,8.121,1.3605
2023,11440,12,2,12.4,5,20,11.69,8.593,1.3605
2023,13916,15,1,11.8,3,26,12.927,9.501,1.3605
2023,10023,2,0,14.3,7,24,9.965,7.324,1.3605
2023,9420,17,1,8.3,3,20,11.667,8.576,1.3605
2023,12918,0,2,6.5,8,18,7.808,5.739,1.3605
2023,10254,16,2,10.0,8,25,12.583,9.249,1.3605
2023,12678,5,2,10.4,6,19,9.374,6.89,1.3605
2023,12377,8,2,10.9,7,22,10.481,7.704,1.3605
2023,11367,3,2,17.1,7,24,10.41,7.651,1.3605
2023,9581,6,0,15.1,6,23,11.099,8.158,1.3605
2023,11994,10,2,14.1,5,21,12.589,9.253,1.3605
2023,9203,2,1,12.9,8,20,9.622,7.072,1.3605
2023,11344,15,0,10.3,4,24,13.026,9.574,1.3605
2023,15307,5,2,8.6,5,16,9.236,6.789,1.3605
2023,14200,6,1,7.2,4,23,9.595,7.053,1.3605
2023,9829,11,2,9.2,6,18,10.976,8.068,1.3605
2023,11782,6,0,11.8,4,19,11.057,8.127,1.3605
2023,9759,15,2,7.4,1,23,10.617,7.804,1.3605
2023,11804,17,0,12.7,6,20,14.293,10.506,1.3605
2023,8808,9,0,11.2,7,25,11.87,8.725,1.3605
2023,9461,0,1,10.4,7,24,7.731,5.683,1.3605
2023,15784,7,1,16.6,8,20,12.109,8.9,1.3605
2023,11432,2,1,2.2,6,21,6.809,5.005,1.3605
2023,9977,15,2,10.5,8,19,12.274,9.021,1.3605
2023,5781,2,2,2.6,10,23,6.589,4.843,1.3605
2023,11519,1,1,13.0,1,27,8.95,6.578,1.3605
2023,16565,11,0,15.0,4,18,13.666,10.045,1.3605
2023,9674,7,1,6.6,5,23,9.034,6.64,1.3605
2023,10139,17,1,7.1,6,23,11.953,8.786,1.3605
2023,11220,14,2,5.2,5,18,10.958,8.054,1.3605
2023,9517,16,1,12.3,8,19,12.977,9.538,1.3605
2023,16621,17,2,10.6,4,17,13.51,9.93,1.3605
2023,13551,17,0,10.9,3,24,14.066,10.339,1.3605
2023,12840,8,1,10.5,4,21,10.091,7.417,1.3605
2023,16386,4,2,8.1,6,20,9.713,7.139,1.3605
2023,15364,10,0,16.5,2,28,13.303,9.778,1.3605
2023,11296,3,2,13.1,5,17,8.84,6.497,1.3605
2023,10402,9,2,7.3,6,26,9.891,7.27,1.3605
2023,10377,3,2,9.2,2,16,7.737,5.687,1.3605
2023,9745,2,1,8.5,9,20,8.078,5.937,1.3605
2023,10552,15,2,17.6,3,17,12.927,9.501,1.3605
2023,9821,10,2,14.8,4,20,10.995,8.082,1.3605
2023,8285,8,1,11.5,7,20,10.325,7.589,1.3605
2023,5050,0,1,18.8,3,20,8.795,6.465,1.3605
2023,13714,9,0,17.8,2,23,12.948,9.517,1.3605
2023,4447,11,0,11.1,4,25,11.183,8.22,1.3605
2023,11987,1,2,10.4,3,22,8.525,6.266,1.3605
2023,13522,14,1,10.6,4,23,12.717,9.348,1.3605
2023,12200,15,2,8.2,5,27,11.912,8.756,1.3605
2023,10730,1,0,18.9,4,20,10.419,7.658,1.3605
2023,11641,12,1,8.0,7,25,11.136,8.186,1.3605
2023,10013,17,2,15.5,6,30,14.248,10.472,1.3605
2023,10868,10,0,14.8,3,27,12.663,9.308,1.3605
2023,10313,13,1,10.8,10,27,12.402,9.116,1.3605
2023,9382,2,2,19.2,2,24,9.659,7.1,1.3605
2023,14073,8,2,5.8,5,25,10.302,7.572,1.3605
2023,13278,4,2,11.7,2,21,9.543,7.015,1.3605
2023,10725,13,2,10.0,3,22,11.01,8.093,1.3605
2023,11219,6,2,15.8,3,21,10.946,8.046,1.3605
2023,9233,11,1,13.4,3,20,10.979,8.07,1.3605
2023,12001,17,2,5.1,5,22,12.476,9.17,1.3605
2023,10840,10,2,17.0,4,20,11.489,8.445,1.3605
2023,10275,8,1,13.9,4,22,11.072,8.138,1.3605
2023,11741,10,1,7.9,3,18,9.591,7.05,1.3605
2023,11312,17,1,10.6,3,20,12.123,8.911,1.3605
2023,8984,1,2,6.8,3,26,6.923,5.089,1.3605
2023,13349,12,0,11.3,9,23,13.341,9.806,1.3605
2023,13563,14,2,12.6,2,26,12.349,9.077,1.3605
2023,9398,7,1,10.7,5,20,9.715,7.14,1.3605
2023,19082,4,2,10.2,4,21,10.123,7.441,1.3605
2023,8738,4,1,5.5,2,23,7.744,5.692,1.3605
2023,12639,6,0,13.3,2,21,11.284,8.294,1.3605
2023,12507,11,2,4.3,7,18,10.15,7.46,1.3605
2023,12901,11,1,12.1,9,24,11.962,8.793,1.3605
2023,15373,8,1,4.8,7,19,9.734,7.155,1.3605
2023,10415,3,1,12.2,2,22,8.558,6.29,1.3605
2023,11206,7,1,12.0,3,16,9.834,7.228,1.3605
2023,12162,0,1,13.6,4,20,8.501,6.248,1.3605
2023,6891,10,2,15.4,7,22,10.861,7.983,1.3605
2023,11439,12,2,16.2,7,24,12.573,9.242,1.3605
2023,12102,17,2,5.6,5,18,12.585,9.25,1.3605
2023,9329,9,1,11.8,2,19,9.952,7.315,1.3605
2023,16558,12,1,20.0,5,27,14.962,10.997,1.3605
2023,11754,11,0,12.5,5,28,12.858,9.451,1.3605
2023,9257,12,2,8.7,5,24,11.017,8.098,1.3605
2023,9670,1,1,11.7,5,26,8.869,6.519,1.3605
2023,9123,2,2,10.5,8,21,8.594,6.316,1.3605
2023,9208,16,1,7.3,3,24,11.251,8.27,1.3605
2023,11944,11,0,15.5,5,24,13.037,9.583,1.3605
2023,12171,15,0,14.3,2,19,13.819,10.157,1.3605
2023,12227,9,2,6.7,6,23,9.943,7.308,1.3605
2023,12793,14,1,11.6,4,21,12.045,8.854,1.3605
2023,12157,7,1,9.7,11,23,11.082,8.145,1.3605
2023,16542,4,2,5.6,8,20,9.851,7.241,1.3605
2023,13364,11,2,6.3,4,18,10.028,7.371,1.3605
2023,8514,9,0,6.9,4,22,10.38,7.63,1.3605
2023,11186,13,0,11.8,5,24,13.515,9.934,1.3605
2023,8279,11,1,10.2,5,24,10.285,7.56,1.3605
2023,11155,12,1,8.2,4,17,10.316,7.582,1.3605
2023,7582,16,2,10.4,8,23,12.159,8.937,1.3605
2023,10516,0,1,15.0,7,24,9.4,6.909,1.3605
2023,10830,9,2,13.4,7,22,10.922,8.028,1.3605
2023,7739,4,0,16.0,2,25,10.084,7.412,1.3605
2023,11139,10,0,11.1,6,18,11.623,8.543,1.3605
2023,10167,9,2,18.4,7,19,11.665,8.574,1.3605
2023,8365,5,0,13.4,3,24,10.1,7.424,1.3605
2023,13407,14,2,10.0,5,21,11.916,8.758,1.3605
2023,10231,8,2,12.4,3,26,10.305,7.574,1.3605
2023,13914,7,0,7.0,5,23,10.379,7.628,1.3605
2023,11613,5,1,10.8,5,19,9.262,6.808,1.3605
2023,10123,5,1,13.7,6,19,9.664,7.103,1.3605
2023,8682,16,2,14.4,2,16,12.354,9.081,1.3605
2023,8166,11,1,10.4,9,24,11.048,8.12,1.3605
