concept,basis,amount_type,level_1,level_2,level_3,accident_period,development_period,amount
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2017-12,22,184889.13458507808
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2018-01,22,181038.64316145933
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2018-02,22,182333.5748579811
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2018-03,22,180349.26665133805
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2018-04,22,197107.5965943423
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2018-05,22,221483.8477925909
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2018-06,22,208324.4663574623
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2018-07,22,230618.58666717037
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2018-08,22,235310.28536318865
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2018-09,22,224901.3914631783
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2018-10,22,220239.9728532461
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2018-11,22,215412.33242001984
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2018-12,22,194000.83984602077
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2019-01,22,182689.16280841728
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2019-02,22,185237.47870556783
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2019-03,22,213290.3167915832
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2019-04,22,218775.34338066308
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2019-05,22,230167.86890367992
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2019-06,22,239638.53370919166
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2019-07,22,259259.3633162229
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2019-08,22,241308.08289921205
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2019-09,22,245395.23138653563
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2019-10,22,229616.73204020964
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2019-11,22,204337.90695347585
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2019-12,22,191909.43808925702
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2020-01,22,198188.79923510243
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2020-02,22,207455.57426110515
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2020-03,22,219885.98554277702
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2020-04,22,222316.5134270152
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2020-05,22,231753.31415765165
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2020-06,22,244090.12477403015
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2020-07,22,265369.3712062394
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2020-08,22,262001.8248077023
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2020-09,22,255105.84979905604
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2020-10,22,246995.28384443469
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2020-11,22,236647.95124579195
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2020-12,22,229234.34988240883
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2021-01,22,219970.22061757208
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2021-02,22,231145.06204979692
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2021-03,22,275513.3263221985
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2021-04,22,271757.66797864094
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2021-05,22,276610.5204873632
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2021-06,22,308983.21120199165
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2021-07,22,290904.06443311856
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2021-08,22,304439.8746397955
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2021-09,22,288920.03179265093
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2021-10,22,302730.18720235943
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2021-11,22,265498.661246676
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2021-12,22,274460.2625718018
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2022-01,22,279894.60183927935
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2022-02,22,258974.3687749091
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2022-03,22,286354.09137137845
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2022-04,22,322354.23861905263
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2022-05,22,329852.83058786165
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2022-06,22,340320.5408508776
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2022-07,22,333742.77763287595
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2022-08,22,369644.67617542023
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2022-09,22,341116.533917284
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2022-10,22,307009.2578286903
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2022-11,22,328236.03069488634
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2022-12,22,298145.5129022873
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2023-01,22,311900.59234855755
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2023-02,22,314338.2186884123
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2023-03,22,348812.0858616109
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2023-04,22,354935.1373612182
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2023-05,22,366488.5192062826
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2023-06,22,373858.55708704813
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2023-07,22,363977.3648250818
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2023-08,22,399752.9882394691
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2023-09,22,391469.8221188271
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2023-10,22,377262.55145898124
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2023-11,22,335028.2569402106
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2023-12,22,348706.00933960214
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2024-01,22,309692.2951758876
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2024-02,22,494999.6053706345
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2016-01,23,155803.2635811848
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2016-02,23,149317.08550678825
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2016-03,23,170740.5918418329
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2016-04,23,170126.727729599
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2016-05,23,174867.05620356483
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2016-06,23,185473.5464024076
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2016-07,23,204243.0628372296
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2016-08,23,201605.48203201854
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2016-09,23,212489.54558764494
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2016-10,23,185976.48543343096
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2016-11,23,175273.97953729075
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2016-12,23,176780.38925019512
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2017-01,23,182014.492215906
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2017-02,23,166073.97311219905
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2017-03,23,178430.27714612658
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2017-04,23,176580.11010640548
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2017-05,23,207285.11083279116
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2017-06,23,197318.0367209994
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2017-07,23,205422.5789706745
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2017-08,23,215010.4868694493
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2017-09,23,223789.76702257883
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2017-10,23,200931.16875160765
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2017-11,23,192212.7630433486
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2017-12,23,192127.91694987004
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2018-01,23,181038.64316145933
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2018-02,23,182520.50613157378
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2018-03,23,180349.26665133805
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2018-04,23,197107.5965943423
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2018-05,23,224526.1584180056
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2018-06,23,208324.4663574623
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2018-07,23,230618.58666717037
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2018-08,23,235310.28536318865
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2018-09,23,227716.89937678972
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2018-10,23,220239.9728532461
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2018-11,23,215412.33242001984
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2018-12,23,194000.83984602077
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2019-01,23,182689.16280841728
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2019-02,23,185237.47870556783
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2019-03,23,213290.3167915832
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2019-04,23,218775.34338066308
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2019-05,23,230167.86890367992
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2019-06,23,239638.53370919166
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2019-07,23,259259.3633162229
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2019-08,23,241308.08289921205
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2019-09,23,245395.23138653563
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2019-10,23,229616.73204020964
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2019-11,23,222999.78962349053
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2019-12,23,191909.43808925702
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2020-01,23,198188.79923510243
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2020-02,23,220297.86749440982
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2020-03,23,219885.98554277702
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2020-04,23,222316.5134270152
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2020-05,23,231753.31415765165
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2020-06,23,244090.12477403015
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2020-07,23,265369.3712062394
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2020-08,23,262001.8248077023
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2020-09,23,279605.12146190327
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2020-10,23,249648.98929062183
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2020-11,23,236647.95124579195
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2020-12,23,229234.34988240883
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2021-01,23,219970.22061757208
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2021-02,23,238241.4341626047
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2021-03,23,275513.3263221985
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2021-04,23,271757.66797864094
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2021-05,23,276610.5204873632
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2021-06,23,308983.21120199165
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2021-07,23,290904.06443311856
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2021-08,23,304439.8746397955
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2021-09,23,290078.84204592695
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2021-10,23,302730.18720235943
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2021-11,23,265498.661246676
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2021-12,23,274460.2625718018
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2022-01,23,279894.60183927935
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2022-02,23,259462.71554422256
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2022-03,23,290508.4260063103
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2022-04,23,322354.23861905263
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2022-05,23,329852.83058786165
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2022-06,23,340320.5408508776
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2022-07,23,333742.77763287595
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2022-08,23,369644.67617542023
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2022-09,23,341116.533917284
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2022-10,23,307009.2578286903
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2022-11,23,332652.0011806579
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2022-12,23,298145.5129022873
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2023-01,23,311900.59234855755
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2023-02,23,314338.2186884123
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2023-03,23,348812.0858616109
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2023-04,23,354935.1373612182
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2023-05,23,366488.5192062826
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2023-06,23,373858.55708704813
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2023-07,23,363977.3648250818
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2023-08,23,399752.9882394691
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2023-09,23,391469.8221188271
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2023-10,23,409970.7836432918
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2023-11,23,335028.2569402106
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2023-12,23,348706.00933960214
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2024-01,23,309692.2951758876
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2016-01,24,155803.2635811848
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2016-02,24,154227.16547253967
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2016-03,24,170740.5918418329
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2016-04,24,171775.7948505156
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2016-05,24,174867.05620356483
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2016-06,24,214216.79594549118
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2016-07,24,204243.0628372296
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2016-08,24,202299.16659642247
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2016-09,24,225194.5288016988
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2016-10,24,185976.48543343096
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2016-11,24,176291.6287507325
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2016-12,24,176780.38925019512
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2017-01,24,182014.492215906
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2017-02,24,166881.6842584833
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2017-03,24,178441.488197464
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2017-04,24,177800.19257479114
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2017-05,24,210506.64341709606
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2017-06,24,197318.0367209994
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2017-07,24,211694.6193870945
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2017-08,24,215010.4868694493
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2017-09,24,224081.22015165724
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2017-10,24,200931.16875160765
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2017-11,24,192212.7630433486
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2017-12,24,192127.91694987004
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2018-01,24,181038.64316145933
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2018-02,24,182520.50613157378
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2018-03,24,180349.26665133805
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2018-04,24,213173.02439572825
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2018-05,24,224526.1584180056
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2018-06,24,208447.1149563249
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2018-07,24,230618.58666717037
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2018-08,24,235310.28536318865
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2018-09,24,227716.89937678972
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2018-10,24,220239.9728532461
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2018-11,24,215412.33242001984
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2018-12,24,194000.83984602077
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2019-01,24,182689.16280841728
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2019-02,24,185237.47870556783
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2019-03,24,213290.3167915832
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2019-04,24,218775.34338066308
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2019-05,24,230167.86890367992
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2019-06,24,239638.53370919166
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2019-07,24,259259.3633162229
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2019-08,24,241308.08289921205
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2019-09,24,245395.23138653563
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2019-10,24,233559.31335760938
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2019-11,24,222999.78962349053
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2019-12,24,194981.21342157252
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2020-01,24,198188.79923510243
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2020-02,24,220297.86749440982
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2020-03,24,219885.98554277702
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2020-04,24,222316.5134270152
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2020-05,24,242488.1893216957
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2020-06,24,244090.12477403015
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2020-07,24,265369.3712062394
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2020-08,24,284281.1646644625
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2020-09,24,292159.16527917306
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2020-10,24,254012.91959651833
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2020-11,24,236647.95124579195
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2020-12,24,229234.34988240883
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2021-01,24,227461.8730247125
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2021-02,24,238241.4341626047
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2021-03,24,275513.3263221985
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2021-04,24,271757.66797864094
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2021-05,24,293258.5240158784
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2021-06,24,309759.4031049203
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2021-07,24,309057.99504135025
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2021-08,24,304439.8746397955
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2021-09,24,290078.84204592695
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2021-10,24,302730.18720235943
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2021-11,24,265498.661246676
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2021-12,24,274460.2625718018
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2022-01,24,279894.60183927935
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2022-02,24,275438.9091677168
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2022-03,24,290508.4260063103
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2022-04,24,322354.23861905263
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2022-05,24,329852.83058786165
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2022-06,24,346578.15018410725
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2022-07,24,333742.77763287595
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2022-08,24,369644.67617542023
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2022-09,24,372389.75655390974
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2022-10,24,312461.752012395
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2022-11,24,332652.0011806579
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2022-12,24,298145.5129022873
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2023-01,24,311900.59234855755
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2023-02,24,314338.2186884123
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2023-03,24,348812.0858616109
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2023-04,24,354935.1373612182
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2023-05,24,366488.5192062826
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2023-06,24,373858.55708704813
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2023-07,24,363977.3648250818
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2023-08,24,399752.9882394691
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2023-09,24,400646.88669163594
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2023-10,24,409970.7836432918
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2023-11,24,335028.2569402106
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2023-12,24,348706.00933960214
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2016-01,25,155803.2635811848
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2016-02,25,161153.98022633477
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2016-03,25,170740.5918418329
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2016-04,25,171775.7948505156
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2016-05,25,174867.05620356483
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2016-06,25,214216.79594549118
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2016-07,25,204445.21739425673
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2016-08,25,202494.15881549794
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2016-09,25,225194.5288016988
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2016-10,25,191332.25737578538
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2016-11,25,176291.6287507325
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2016-12,25,176780.38925019512
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2017-01,25,182014.492215906
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2017-02,25,166881.6842584833
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2017-03,25,199229.82000235858
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2017-04,25,177800.19257479114
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2017-05,25,210506.64341709606
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2017-06,25,209909.42862606296
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2017-07,25,211694.6193870945
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2017-08,25,215010.4868694493
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2017-09,25,245180.99553572244
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2017-10,25,200931.16875160765
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2017-11,25,192601.46324463855
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2017-12,25,192127.91694987004
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2018-01,25,183326.07024798807
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2018-02,25,182520.50613157378
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2018-03,25,180349.26665133805
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2018-04,25,213173.02439572825
Loss Paid,month,cumulative,Auto,Physical Damage,Private Passenger,2018-05,25,224526.1584180056
